0.0119968	0.000239968
0.0239744	0.000959488
0.0359137	0.00215741
0.0477955	0.00383181
0.0596008	0.00598003
0.0713108	0.00859861
0.0829067	0.0116834
0.09437	0.0152294
0.105682	0.019231
0.116826	0.0236817
0.127782	0.0285745
0.138534	0.0339015
0.149064	0.0396542
0.159356	0.0458235
0.169393	0.0523993
0.179159	0.0593713
0.188638	0.0667282
0.197815	0.0744583
0.206676	0.0825492
0.215207	0.090988
0.223393	0.0997612
0.231222	0.108855
0.23868	0.118254
0.245757	0.127944
0.252441	0.137909
0.258721	0.148134
0.264587	0.158601
0.27003	0.169295
0.275041	0.180198
0.279612	0.191293
0.283735	0.202561
0.287405	0.213985
0.290615	0.225547
0.293359	0.237228
0.295635	0.24901
0.297438	0.260873
0.298764	0.272799
0.299613	0.284768
0.299983	0.296761
0.299872	0.30876
0.299282	0.320745
0.298213	0.332696
0.296667	0.344595
0.294646	0.356423
0.292154	0.368161
0.289195	0.379789
0.285773	0.39129
0.281894	0.402645
0.277563	0.413836
0.272789	0.424844
0.267579	0.435653
0.26194	0.446245
0.255882	0.456602
0.249415	0.46671
0.242549	0.47655
0.235295	0.486108
0.227664	0.495369
0.219669	0.504317
0.211323	0.512938
0.202639	0.521218
0.19363	0.529145
0.184312	0.536704
0.174699	0.543886
0.164807	0.550677
0.15465	0.557067
0.144247	0.563045
0.133612	0.568603
0.122764	0.573732
0.11172	0.578422
0.100496	0.582667
0.0891124	0.586459
0.0775858	0.589794
0.0659351	0.592665
0.0541789	0.595067
0.042336	0.596998
0.0304254	0.598453
0.0184661	0.599431
0.00647729	0.59993
-0.00552189	0.599949
-0.0175122	0.599488
-0.0294746	0.598549
-0.0413898	0.597131
-0.0532387	0.595238
-0.0650025	0.592873
-0.0766623	0.590039
-0.0881995	0.586742
-0.0995956	0.582985
-0.110832	0.578776
-0.121892	0.574121
-0.132756	0.569028
-0.143408	0.563504
-0.153831	0.557558
-0.164007	0.5512
-0.173921	0.544441
-0.183557	0.53729
-0.1929	0.52976
-0.201933	0.521862
-0.210644	0.51361
-0.219018	0.505015
-0.227041	0.496093
-0.234701	0.486857
-0.241985	0.477322
-0.248883	0.467503
-0.255382	0.457417
-0.261473	0.447078
-0.267145	0.436504
-0.27239	0.425712
-0.277199	0.414719
-0.281565	0.403542
-0.285481	0.3922
-0.288939	0.38071
-0.291936	0.369091
-0.294465	0.357361
-0.296523	0.34554
-0.298107	0.333646
-0.299214	0.321698
-0.299843	0.309715
-0.299991	0.297717
-0.29966	0.285722
-0.298849	0.27375
-0.297561	0.261821
-0.295796	0.249952
-0.293558	0.238163
-0.29085	0.226473
-0.287677	0.214901
-0.284044	0.203465
-0.279957	0.192184
-0.275421	0.181075
-0.270445	0.170156
-0.265036	0.159445
-0.259204	0.148959
-0.252956	0.138714
-0.246304	0.128728
-0.239258	0.119015
-0.231829	0.109592
-0.22403	0.100474
-0.215872	0.0916745
-0.207368	0.0832086
